opt_segment,RMR_MODEL_LOGIN_1_model_score1,login22_score,datatype,goods_actioned,prevention_rate,accuracy,objf
LS_0120_pw_gray_XO,,695,1,0.012452553,0.882853616,0.990245251,0.768227363
LS_0120_pw_gray_XO,,700,1,0.01238995,0.87861483,0.990247446,0.767393443
LS_0120_pw_gray_XO,,705,1,0.012328305,0.874094529,0.990245801,0.766500725
LS_0120_pw_gray_XO,,710,1,0.012260592,0.869267729,0.990245514,0.765548736
LS_0120_pw_gray_XO,,715,1,0.012196072,0.864234365,0.990240384,0.764551889
LS_0120_pw_gray_XO,,720,1,0.012124846,0.858832043,0.990236388,0.763483272
LS_0120_pw_gray_XO,,725,1,0.012051702,0.853061431,0.990229705,0.762339769
LS_0120_pw_gray_XO,,730,1,0.011974407,0.846873008,0.990221512,0.761112627
LS_0120_pw_gray_XO,,735,1,0.011883697,0.840255844,0.990219186,0.759805941
LS_0120_pw_gray_XO,,740,1,0.011787876,0.833095503,0.990214708,0.758390351
LS_0120_pw_gray_XO,,745,1,0.011700359,0.825286027,0.990195638,0.756834516
LS_0120_pw_gray_XO,,750,1,0.011586971,0.816765848,0.990189429,0.755149433
LS_0120_pw_gray_XO,,755,1,0.011462085,0.80743503,0.990183082,0.753304438
LS_0120_pw_gray_XO,,760,1,0.011322187,0.797092588,0.990177137,0.751260363
LS_0120_pw_gray_XO,,765,1,0.011164402,0.785555603,0.990171829,0.748981337
LS_0120_pw_gray_XO,,770,1,0.010992563,0.772779238,0.990163198,0.746455254
LS_0120_pw_gray_XO,,775,1,0.010810823,0.758422641,0.990142904,0.743608106
LS_0120_pw_gray_XO,,780,1,0.010603211,0.742366247,0.990123294,0.740426584
LS_0120_pw_gray_XO,,785,1,0.010401987,0.72456388,0.99007317,0.736876281
LS_0120_pw_gray_XO,,790,1,0.010181919,0.70521675,0.990017177,0.733017272
LS_0120_pw_gray_XO,,795,1,0.009974627,0.684424568,0.989924267,0.728844548
LS_0120_pw_risky_API,30,,1,0.007870621,0.87389539,0.431536738,0.432126997
LS_0120_pw_risky_API,35,,1,0.007410141,0.861714832,0.442916769,0.436611
LS_0120_pw_risky_API,40,,1,0.006985585,0.851683783,0.454614992,0.441708635
LS_0120_pw_risky_API,45,,1,0.006627978,0.840697397,0.464441219,0.445478615
LS_0120_pw_risky_API,50,,1,0.006285067,0.830666348,0.47468268,0.449685865
LS_0120_pw_risky_API,55,,1,0.005960118,0.820157631,0.484754376,0.453692128
LS_0120_pw_risky_API,60,,1,0.00568089,0.811798424,0.494184356,0.45773412
LS_0120_pw_risky_API,65,,1,0.005434321,0.800812037,0.501870977,0.46019813
LS_0120_pw_risky_API,70,,1,0.005241638,0.788392644,0.506988174,0.460823106
LS_0120_pw_risky_API,75,,1,0.005039157,0.776689754,0.513095614,0.462187488
LS_0120_pw_risky_API,80,,1,0.004835044,0.765942202,0.519941634,0.464186412
LS_0120_pw_risky_API,85,,1,0.004645626,0.754239312,0.526070298,0.465560916
LS_0120_pw_risky_API,90,,1,0.004470905,0.742775257,0.531805746,0.466744318
LS_0120_pw_risky_API,95,,1,0.004309247,0.731550036,0.537179937,0.46775612
LS_0120_pw_risky_API,100,,1,0.004150855,0.71793647,0.541816871,0.467847246
LS_0120_pw_risky_API,105,,1,0.004034918,0.705755911,0.544600074,0.467104243
LS_0120_pw_risky_API,110,,1,0.003897754,0.69453069,0.549197356,0.467645001
LS_0120_pw_risky_API,115,,1,0.003796513,0.684021973,0.551936789,0.467207165
LS_0120_pw_risky_API,120,,1,0.003660982,0.674468593,0.557441769,0.468626583
LS_0120_pw_risky_API,125,,1,0.003554843,0.660377358,0.559490085,0.467058554
LS_0120_pw_risky_API,130,,1,0.003455235,0.646524958,0.56126892,0.465375296
LS_0120_pw_risky_API,135,,1,0.003353995,0.634822068,0.564091681,0.464748623
LS_0120_pw_risky_API,140,,1,0.003267451,0.621925006,0.565472313,0.463014899
LS_0120_pw_risky_API,145,,1,0.003158046,0.612610461,0.570126695,0.4639665
LS_0120_pw_risky_API,,65,1,0.007802039,0.847623597,0.426203915,0.423686661
LS_0120_pw_risky_API,,70,1,0.007583229,0.842608073,0.431718062,0.426035806
LS_0120_pw_risky_API,,75,1,0.007385647,0.834726535,0.435894238,0.42700472
LS_0120_pw_risky_API,,80,1,0.007171736,0.829233341,0.441505595,0.429315678
LS_0120_pw_risky_API,,85,1,0.006997015,0.82278481,0.445666235,0.4305573
LS_0120_pw_risky_API,,90,1,0.006812496,0.815380941,0.450039547,0.431737417
LS_0120_pw_risky_API,,95,1,0.006642674,0.811798424,0.455202893,0.434152886
LS_0120_pw_risky_API,,100,1,0.006512041,0.806066396,0.458372946,0.434934638
LS_0120_pw_risky_API,,105,1,0.006386307,0.802245044,0.462035763,0.436393205
LS_0120_pw_risky_API,,110,1,0.006236079,0.798423692,0.466769059,0.438498958
LS_0120_pw_risky_API,,115,1,0.006110345,0.791258658,0.469596031,0.438787281
LS_0120_pw_risky_API,,120,1,0.005991143,0.783615954,0.472086331,0.438776761
LS_0120_pw_risky_API,,125,1,0.005844181,0.777406257,0.476294996,0.440089413
LS_0120_pw_risky_API,,130,1,0.005742941,0.770241223,0.478344705,0.439906479
LS_0120_pw_risky_API,,135,1,0.005617207,0.765703368,0.482395426,0.441454488
LS_0120_pw_risky_API,,140,1,0.005511068,0.758538333,0.484811479,0.441492341
LS_0120_pw_risky_API,,145,1,0.005417992,0.753761643,0.487488415,0.442161779
LS_0120_pw_risky_API,,150,1,0.005324916,0.748746119,0.490150094,0.442774297
LS_0120_pw_risky_API,,155,1,0.005205714,0.744208264,0.49428934,0.444374114
LS_0120_pw_risky_API,,160,1,0.005114271,0.737759733,0.496543964,0.444455471
LS_0120_pw_risky_API,,165,1,0.005044056,0.732744208,0.498294624,0.444516805
LS_0120_pw_risky_API,,170,1,0.004949347,0.726056843,0.500741229,0.444666236
LS_0120_pw_risky_API,,175,1,0.004884031,0.718891808,0.501583069,0.443751397
LS_0120_pw_risky_API,,180,1,0.00482198,0.71315978,0.502778245,0.443334507
LS_0120_pw_risky_API,,185,1,0.004741968,0.707188918,0.504859335,0.443404991
LS_0120_pw_risky_API,,190,1,0.004679917,0.701934559,0.506287683,0.443223538
LS_0120_pw_risky_API,,195,1,0.004588474,0.696680201,0.509341715,0.444023374
LS_0120_pw_risky_API,,200,1,0.004528057,0.691425842,0.510762174,0.443836861
LS_0120_pw_risky_API,,205,1,0.00446274,0.687126821,0.512834225,0.444233351
LS_0120_pw_risky_API,,210,1,0.004368032,0.680200621,0.515661778,0.444563585
LS_0120_pw_risky_API,,215,1,0.004323943,0.676379269,0.516788321,0.444484058
LS_0120_pw_risky_API,,220,1,0.004268424,0.671602579,0.518245485,0.444414122
LS_0120_pw_risky_API,,225,1,0.004214538,0.667542393,0.519903274,0.444607535
LS_0120_pw_risky_API,,230,1,0.004160652,0.663004538,0.521412472,0.44461626
LS_0120_pw_risky_API,,235,1,0.004106766,0.658705517,0.523041912,0.444744897
LS_0120_pw_risky_API,,240,1,0.004069209,0.652734655,0.523062201,0.44357041
LS_0120_pw_risky_API,,245,1,0.004012057,0.648674469,0.525033829,0.44395278
LS_0120_pw_risky_API,,250,1,0.003958171,0.644375448,0.526747364,0.444131874
LS_0120_pw_risky_API,,255,1,0.003920614,0.640554096,0.527641157,0.44391139
LS_0120_pw_risky_API,,260,1,0.003876526,0.637926917,0.529435084,0.444471129
LS_0120_pw_risky_API,,265,1,0.003824273,0.634105565,0.531318791,0.444847533
LS_0120_pw_risky_API,,270,1,0.003788349,0.62956771,0.531880549,0.444284201
LS_0120_pw_risky_API,,275,1,0.003739362,0.625985192,0.533699857,0.444669081
LS_0120_pw_risky_API,,280,1,0.003701805,0.620730834,0.534114262,0.443874363
LS_0120_pw_risky_API,,285,1,0.00365445,0.616909482,0.535780958,0.444119581
LS_0120_pw_risky_API,,290,1,0.003610362,0.614043468,0.537641154,0.444671314
LS_0120_pw_good_other,5,,1,0.095041013,0.75852949,0.170409982,0.234943685
LS_0120_pw_good_other,10,,1,0.070358395,0.718857445,0.208212042,0.254627035
LS_0120_pw_good_other,15,,1,0.058990504,0.691087014,0.231669474,0.265420987
LS_0120_pw_good_other,20,,1,0.051747728,0.667548268,0.249259332,0.272715707
LS_0120_pw_good_other,25,,1,0.046621967,0.648241206,0.263548387,0.27845288
LS_0120_pw_good_other,30,,1,0.042578537,0.630256546,0.275874045,0.283060029
LS_0120_pw_good_other,35,,1,0.039358769,0.61650357,0.287316652,0.287818952
LS_0120_pw_good_other,40,,1,0.036601886,0.605130918,0.298499674,0.292805611
LS_0120_pw_good_other,45,,1,0.034192165,0.593229304,0.308698046,0.297026255
LS_0120_pw_good_other,50,,1,0.03186413,0.584501455,0.32070817,0.302952367
LS_0120_pw_good_other,55,,1,0.029883258,0.573922243,0.330792683,0.307283407
LS_0120_pw_good_other,60,,1,0.028290392,0.560698228,0.337794774,0.309158431
LS_0120_pw_good_other,65,,1,0.02675879,0.552234859,0.346901479,0.313236101
LS_0120_pw_good_other,70,,1,0.025479051,0.541655647,0.353652219,0.31542665
LS_0120_pw_good_other,75,,1,0.024410333,0.532134356,0.359414076,0.31719325
LS_0120_pw_good_other,80,,1,0.023246316,0.521290664,0.365948756,0.319178123
LS_0120_pw_good_other,85,,1,0.022136755,0.509389051,0.371958285,0.32062543
LS_0120_pw_good_other,90,,1,0.021095266,0.497487437,0.377710843,0.32190494
LS_0120_pw_good_other,95,,1,0.020169497,0.489817509,0.38463136,0.324708418
LS_0120_pw_good_other,100,,1,0.019345836,0.480296218,0.389866896,0.326110214
LS_0120_pw_good_other,105,,1,0.01855621,0.47315525,0.396234773,0.328660672
LS_0120_pw_good_other,110,,1,0.017759777,0.46469188,0.402427852,0.330843132
LS_0120_pw_good_other,115,,1,0.017058643,0.456757472,0.407984881,0.332730694
LS_0120_pw_good_other,120,,1,0.016398353,0.448294102,0.413011696,0.334186167
LS_0120_pw_good_other,125,,1,0.015772098,0.440888654,0.418423695,0.336077528
LS_0120_pw_good_other,130,,1,0.015220721,0.431367363,0.421773985,0.336293719
LS_0120_pw_good_other,135,,1,0.014716994,0.423168474,0.425305688,0.336873709
LS_0120_pw_good_other,140,,1,0.014083932,0.414969585,0.431280924,0.338945685
LS_0120_pw_good_other,145,,1,0.013587012,0.405183814,0.434240363,0.338863578
LS_0120_pw_good_other,150,,1,0.013022021,0.398571806,0.440643275,0.341495922
LS_0120_pw_good_other,155,,1,0.012491066,0.389314996,0.44511642,0.342434638
LS_0120_pw_good_other,160,,1,0.012014567,0.379793705,0.448609809,0.342721713
LS_0120_pw_good_other,165,,1,0.011538069,0.371594816,0.453225806,0.343946833
LS_0120_pw_good_other,170,,1,0.011116027,0.363395927,0.456933821,0.344616273
LS_0120_pw_good_other,175,,1,0.010646336,0.354668077,0.4616179,0.345775088
LS_0120_pw_good_other,180,,1,0.01025833,0.347262629,0.465602837,0.346762562
LS_0120_pw_good_other,185,,1,0.009829482,0.336947897,0.468727005,0.346659886
LS_0120_pw_good_other,190,,1,0.009441476,0.329277969,0.473024316,0.347781888
LS_0120_pw_good_other,195,,1,0.009114734,0.322137001,0.47633946,0.34840813
LS_0120_pw_good_other,200,,1,0.008638236,0.31288019,0.482463295,0.350326368
LS_0120_pw_good_other,205,,1,0.00829788,0.305210262,0.486304256,0.35116503
LS_0120_pw_good_other,210,,1,0.008011981,0.296217932,0.487592512,0.350196697
LS_0120_pw_good_other,215,,1,0.007746503,0.286696641,0.487848785,0.348499299
LS_0120_pw_good_other,220,,1,0.007358497,0.280349114,0.49509575,0.351655573
LS_0120_pw_good_other,225,,1,0.007093019,0.272679185,0.49734684,0.351525337
LS_0120_pw_good_other,230,,1,0.006745856,0.265802698,0.503507014,0.353915577
LS_0120_pw_good_other,235,,1,0.006419114,0.257074848,0.507571802,0.354674228
LS_0120_pw_good_other,240,,1,0.006105987,0.250991801,0.514084507,0.357427867
LS_0120_pw_good_other,245,,1,0.005874545,0.241999471,0.514623172,0.355998889
LS_0120_pw_good_other,250,,1,0.005588646,0.234329542,0.51903925,0.357171729
LS_0120_pw_good_other,255,,1,0.005316361,0.225072732,0.521446078,0.356818921
LS_0120_pw_good_other,260,,1,0.005016848,0.218725205,0.528772379,0.360005099
LS_0120_pw_good_other,265,,1,0.004812634,0.212113198,0.5314778,0.360346793
LS_0120_pw_good_other,270,,1,0.004574385,0.206294631,0.537190083,0.362658099
LS_0120_pw_good_other,275,,1,0.004363364,0.197037821,0.537518038,0.361045714
LS_0120_pw_good_other,280,,1,0.004097886,0.189103412,0.542900532,0.362741424
LS_0120_pw_good_other,285,,1,0.003893673,0.182491404,0.546751189,0.363770259
LS_0120_pw_good_other,290,,1,0.003689459,0.174556996,0.549084859,0.363624422
LS_0120_pw_good_other,295,,1,0.00354651,0.166887067,0.547743056,0.361313945
LS_0120_pw_good_other,300,,1,0.003362717,0.161332981,0.552536232,0.363115792
LS_0120_pw_good_other,305,,1,0.003117661,0.156307855,0.563393708,0.368674264
LS_0120_pw_good_other,310,,1,0.002967904,0.148108966,0.562248996,0.36637761
LS_0120_pw_good_other,315,,1,0.002804534,0.143612801,0.568586387,0.369313486
LS_0120_pw_good_other,320,,1,0.002654777,0.137794234,0.571899012,0.370167299
LS_0120_pw_good_other,325,,1,0.002498213,0.130917747,0.57424594,0.370231471
LS_0120_pw_good_other,330,,1,0.002362071,0.126157101,0.578883495,0.372089103
LS_0120_pw_good_other,335,,1,0.002239543,0.121660936,0.583016477,0.373694165
LS_0120_pw_good_other,340,,1,0.0021034,0.117164771,0.589095745,0.376469721
LS_0120_pw_good_other,345,,1,0.001994486,0.112139646,0.591352859,0.376840747
LS_0120_pw_good_other,350,,1,0.001892379,0.107907961,0.594752187,0.378054428
LS_0120_pw_good_other,355,,1,0.001803887,0.103147316,0.595419847,0.377520594
LS_0120_pw_good_other,360,,1,0.001742623,0.099180111,0.59429477,0.37606436
LS_0120_pw_good_other,365,,1,0.001647323,0.094683946,0.596666667,0.376607325
LS_0120_pw_good_other,370,,1,0.001565638,0.092303623,0.602763385,0.379805628
LS_0120_pw_good_other,375,,1,0.001517988,0.086749537,0.595281307,0.374215094
LS_0120_pw_good_other,380,,1,0.001422688,0.082253372,0.598076923,0.375012291
LS_0120_pw_good_other,385,,1,0.00134781,0.078286168,0.599190283,0.374901842
LS_0120_pw_good_other,390,,1,0.001279739,0.074583444,0.6,0.374660741
LS_0120_pw_good_other,395,,1,0.001238896,0.072467601,0.600877193,0.374772057
LS_0120_pw_good_other,400,,1,0.001184439,0.068235916,0.597222222,0.371743629
LS_0120_pw_good_other,405,,1,0.00115721,0.065326633,0.592326139,0.368229568
LS_0120_pw_good_other,410,,1,0.001123175,0.06215287,0.5875,0.364705939
LS_0120_pw_good_other,415,,1,0.001061911,0.060037027,0.592689295,0.3674086
LS_0120_pw_good_other,420,,1,0.00099384,0.057921185,0.6,0.371385469
LS_0120_pw_good_other,425,,1,0.000939383,0.055540862,0.603448276,0.372989261
LS_0120_pw_good_other,430,,1,0.000891733,0.05395398,0.608955224,0.375985584
LS_0120_pw_good_other,435,,1,0.000830469,0.051573658,0.615141956,0.379233811
LS_0120_pw_good_other,440,,1,0.000796433,0.049193335,0.613861386,0.377996212
LS_0120_pw_good_other,445,,1,0.000741976,0.046019572,0.614840989,0.377960113
LS_0120_pw_good_other,450,,1,0.000707941,0.043903729,0.614814815,0.377528047
LS_0120_pw_good_other,,5,1,0.011871618,0.219783126,0.322718447,0.23521337
LS_0120_pw_good_other,,10,1,0.009169191,0.14255488,0.285790032,0.198151157
LS_0120_pw_good_other,,15,1,0.008120894,0.117429252,0.271227856,0.184598385
LS_0120_pw_good_other,,20,1,0.007481025,0.097593229,0.251362398,0.16883988
LS_0120_pw_good_other,,25,1,0.007038562,0.086220577,0.239705882,0.159659932
LS_0120_pw_good_other,,30,1,0.00675947,0.075376884,0.223004695,0.1475263
LS_0120_pw_good_other,,35,1,0.00654845,0.067971436,0.210828548,0.138781726
LS_0120_pw_good_other,,40,1,0.006344236,0.06294631,0.203418803,0.133371697
LS_0120_pw_good_other,,45,1,0.006214901,0.058450145,0.194885362,0.127378266
LS_0120_pw_good_other,,50,1,0.006105987,0.055805343,0.190433213,0.124199799
LS_0120_pw_good_other,,55,1,0.006017494,0.05395398,0.1875,0.122087297
LS_0120_pw_good_other,,60,1,0.005942616,0.052367099,0.18487395,0.120209266
LS_0120_pw_good_other,,65,1,0.005867738,0.049986776,0.179828735,0.116721048
LS_0120_pw_good_other,,70,1,0.005799666,0.047870934,0.175217812,0.113544941
LS_0120_pw_good_other,,75,1,0.005711174,0.047077493,0.175024582,0.113288013
LS_0120_pw_good_other,,80,1,0.005670331,0.046813012,0.175247525,0.113377051
LS_0120_pw_good_other,,85,1,0.005609067,0.046548532,0.176,0.113787893
LS_0120_pw_good_other,,90,1,0.005547803,0.046019572,0.175935288,0.113655527
LS_0120_pw_good_other,,95,1,0.005520575,0.045490611,0.174974568,0.112978748
LS_0120_pw_good_other,,100,1,0.005486539,0.04469717,0.173333333,0.111842126
LS_0120_pw_good_other,,105,1,0.005452503,0.044168209,0.172520661,0.111255538
LS_0120_pw_good_other,,110,1,0.005432082,0.044168209,0.173056995,0.111581422
LS_0120_pw_good_other,,115,1,0.005384432,0.043110288,0.170859539,0.110060895
LS_0120_pw_good_other,,120,1,0.005364011,0.042845808,0.170526316,0.109812149
LS_0120_pw_good_other,,125,1,0.005343589,0.042581328,0.170190275,0.109561713